Name,Empirical formula,CAS,SMILES,Canonical SMILES,"Mw, g*mol-1","CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H30BrN3O2,1870030-08-2,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],568.515,0.00239,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H30BrN3O2,1870030-08-2,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],568.515,0.00337,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C34H34BrN3O2,1870030-21-9,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],596.569,0.00371,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C34H34BrN3O2,1870030-21-9,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],596.569,0.00234,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C34H34BrN3O2,1870030-21-9,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],596.569,0.0036,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C34H34BrN3O2,1870030-21-9,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],596.569,0.00178,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(4-methoxyphenyl)-2-oxoethyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C34H34BrN3O2,1870030-21-9,[Br-].O=C(C1=CC=C(OC)C=C1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,COc1ccc(C(=O)Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],596.569,0.00231,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C35H30BrN3O,1870030-06-0,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],588.549,0.00237,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C35H30BrN3O,1870030-06-0,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],588.549,0.00353,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C35H30BrN3O,1870030-06-0,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],588.549,0.0028,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C35H30BrN3O,1870030-06-0,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],588.549,0.00241,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C35H30BrN3O,1870030-06-0,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=CC=CC43)CCCCN5C=6C=CC=CC6C=7C=CC=CC75,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc2ccccc2c1.[Br-],588.549,0.00333,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C30H27Br2N3,1870030-16-2,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],589.375,0.00071,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C30H27Br2N3,1870030-16-2,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],589.375,0.00366,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C30H27Br2N3,1870030-16-2,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],589.375,0.00358,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C30H27Br2N3,1870030-16-2,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],589.375,0.00214,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-1H-benzo[d]imidazol-3-ium bromide,C30H27Br2N3,1870030-16-2,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Brc1ccccc1Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21.[Br-],589.375,0.00308,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C32H31Br2N3,1870030-27-5,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2Cc1ccccc1Br.[Br-],617.429,0.00054,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C32H31Br2N3,1870030-27-5,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2Cc1ccccc1Br.[Br-],617.429,0.00278,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C32H31Br2N3,1870030-27-5,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2Cc1ccccc1Br.[Br-],617.429,0.00283,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C32H31Br2N3,1870030-27-5,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2Cc1ccccc1Br.[Br-],617.429,0.00449,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-1-(2-bromobenzyl)-5,6-dimethyl-1H-benzo[d]imidazol-3-ium bromide",C32H31Br2N3,1870030-27-5,[Br-].BrC=1C=CC=CC1CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2Cc1ccccc1Br.[Br-],617.429,0.00562,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C31H28BrN3O,1870030-12-8,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],538.489,0.00098,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C31H28BrN3O,1870030-12-8,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],538.489,0.00632,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C31H28BrN3O,1870030-12-8,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],538.489,0.01294,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C31H28BrN3O,1870030-12-8,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],538.489,0.00298,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide,C31H28BrN3O,1870030-12-8,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=CC=CC32)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccccc1.[Br-],538.489,0.00384,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C31H30BrN3,1870030-14-0,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],524.506,0.0026,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C31H30BrN3,1870030-14-0,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],524.506,0.00357,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C31H30BrN3,1870030-14-0,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],524.506,0.00315,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C31H30BrN3,1870030-14-0,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],524.506,0.00232,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(4-(9H-carbazol-9-yl)butyl)-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide,C31H30BrN3,1870030-14-0,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCC[N+]4=CN(C=5C=CC=CC54)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3ccccc32)cc1.[Br-],524.506,0.00359,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C37H34BrN3O,1870030-18-4,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],616.603,0.00334,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C37H34BrN3O,1870030-18-4,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],616.603,0.00241,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C37H34BrN3O,1870030-18-4,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],616.603,0.00316,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C37H34BrN3O,1870030-18-4,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],616.603,0.00165,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(2-(naphthalen-2-yl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide",C37H34BrN3O,1870030-18-4,[Br-].O=C(C=1C=CC=2C=CC=CC2C1)CN3C=[N+](C=4C=C(C(=CC43)C)C)CCCCN5C=6C=CC=CC6C=7C=CC=CC75,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccc2ccccc2c1.[Br-],616.603,0.0025,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide",C33H32BrN3O,1870030-25-3,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccccc1.[Br-],566.543,0.00056,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide",C33H32BrN3O,1870030-25-3,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccccc1.[Br-],566.543,0.00374,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide",C33H32BrN3O,1870030-25-3,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccccc1.[Br-],566.543,0.00632,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide",C33H32BrN3O,1870030-25-3,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccccc1.[Br-],566.543,0.00288,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(2-oxo-2-phenylethyl)-1H-benzo[d]imidazol-3-ium bromide",C33H32BrN3O,1870030-25-3,[Br-].O=C(C=1C=CC=CC1)CN2C=[N+](C=3C=C(C(=CC32)C)C)CCCCN4C=5C=CC=CC5C=6C=CC=CC64,Cc1cc2c(cc1C)[n+](CCCCn1c3ccccc3c3ccccc31)cn2CC(=O)c1ccccc1.[Br-],566.543,0.00297,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide",C33H34BrN3,1870030-29-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCC[N+]4=CN(C=5C=C(C(=CC54)C)C)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],552.56,0.0007,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide",C33H34BrN3,1870030-29-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCC[N+]4=CN(C=5C=C(C(=CC54)C)C)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],552.56,0.0033,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide",C33H34BrN3,1870030-29-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCC[N+]4=CN(C=5C=C(C(=CC54)C)C)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],552.56,0.0031,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide",C33H34BrN3,1870030-29-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCC[N+]4=CN(C=5C=C(C(=CC54)C)C)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],552.56,0.0041,,48,MCF-7,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
"3-(4-(9H-carbazol-9-yl)butyl)-5,6-dimethyl-1-(4-methylbenzyl)-1H-benzo[d]imidazol-3-ium bromide",C33H34BrN3,1870030-29-7,[Br-].C=1C=CC2=C(C1)C=3C=CC=CC3N2CCCC[N+]4=CN(C=5C=C(C(=CC54)C)C)CC6=CC=C(C=C6)C,Cc1ccc(Cn2c[n+](CCCCn3c4ccccc4c4ccccc43)c3cc(C)c(C)cc32)cc1.[Br-],552.56,0.00658,,48,SW480,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H29Br2N3O,1870030-41-3,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc(Br)cc1.[Br-],631.412,0.00219,,48,HL60,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H29Br2N3O,1870030-41-3,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc(Br)cc1.[Br-],631.412,0.00288,,48,SMMC-7721,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
3-(5-(9H-carbazol-9-yl)pentyl)-1-(2-(4-bromophenyl)-2-oxoethyl)-1H-benzo[d]imidazol-3-ium bromide,C32H29Br2N3O,1870030-41-3,[Br-].O=C(C1=CC=C(Br)C=C1)CN2C=[N+](C=3C=CC=CC32)CCCCCN4C=5C=CC=CC5C=6C=CC=CC64,O=C(Cn1c[n+](CCCCCn2c3ccccc3c3ccccc32)c2ccccc21)c1ccc(Br)cc1.[Br-],631.412,0.00389,,48,A549,MTS,"Liu, 2015, Sci. Rep.",10.1038/srep13101,
