Name,Empirical formula,CAS,SMILES,Canonical SMILES,"Mw, g*mol-1","CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
"N-(2-hydroxyethyl)-N,N-dimethyloctan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C14H28F6N2O5S2,334529-54-3,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)CCCCCCCC,CCCCCCCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,482.509,0.34,0.01 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-(2-hydroxyethyl)-N,N-dimethyloctan-1-aminium bromide",C12H28BrNO,122135-71-1,[Br-].OCC[N+](C)(C)CCCCCCCC,CCCCCCCC[N+](C)(C)CCO.[Br-],282.266,0.45,0.04 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-(2-hydroxyethyl)-N,N-dimethyloctan-1-aminium bromide",C12H28BrNO,122135-71-1,[Br-].OCC[N+](C)(C)CCCCCCCC,CCCCCCCC[N+](C)(C)CCO.[Br-],282.266,0.2,0.01 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing without FBS
"N-(2-hydroxyethyl)-N,N-dimethyloctan-1-aminium bromide",C12H28BrNO,122135-71-1,[Br-].OCC[N+](C)(C)CCCCCCCC,CCCCCCCC[N+](C)(C)CCO.[Br-],282.266,0.61,0.13 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-(2-hydroxyethyl)-N,N-dimethylpentan-1-aminium butane-1-sulfonate",C13H31NO4S,,OCC[N+](C)(CCCCC)C.[O-]S(=O)(CCCC)=O,CCCCC[N+](C)(C)CCO.CCCCS(=O)(=O)[O-],297.461,22.4,2 (SD),48,HDFa,MTS,"Jesus, 2021, Symmetry",10.3390/sym13112053,Cell line ATCCP PCS-201-010.
"N-(2-hydroxyethyl)-N,N-dimethyltetradecan-1-aminium bromide",C18H40BrNO,68796-78-1,C[N+](CCO)(C)CCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],366.428,0.092787163,0.00055 (ND),0.17,Erythrocytes,Hemoglobin release,"García, 2023, Pharmaceutics",10.3390/pharmaceutics15071806,Hemolytic activity (HC50) after 10-min incubation; the type of statistics is unclear.
"N-benzyl-2-hydroxy-N,N-dimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C13H18F6N2O5S2,854102-73-1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)CC=1C=CC=CC1,C[N+](C)(CCO)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,460.418,0.57,0.08 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-benzyl-2-hydroxy-N,N-dimethylethan-1-aminium bromide",C11H18BrNO,7221-41-2,[Br-].OCC[N+](C)(C)CC=1C=CC=CC1,C[N+](C)(CCO)Cc1ccccc1.[Br-],260.175,4.76,0.73 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-benzyl-2-hydroxy-N,N-dimethylethan-1-aminium bromide",C11H18BrNO,7221-41-2,[Br-].OCC[N+](C)(C)CC=1C=CC=CC1,C[N+](C)(CCO)Cc1ccccc1.[Br-],260.175,1.38,0.31 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-benzyl-2-hydroxy-N,N-dimethylethan-1-aminium bromide",C11H18BrNO,7221-41-2,[Br-].OCC[N+](C)(C)CC=1C=CC=CC1,C[N+](C)(CCO)Cc1ccccc1.[Br-],260.175,2.88,0.28 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing without FBS
"N-ethyl-2-hydroxy-N,N-dimethylethan-1-aminium bis((trifluoromethyl)sulfonyl)imide",C8H16F6N2O5S2,854102-71-9,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[N+](C)(C)CC,CC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,398.347,2.91,0.23 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-ethyl-2-hydroxy-N,N-dimethylethan-1-aminium bromide",C6H16BrNO,4535-70-0,[Br-].OCC[N+](C)(C)CC,CC[N+](C)(C)CCO.[Br-],198.104,40.36,2.85 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-ethyl-2-hydroxy-N,N-dimethylethan-1-aminium bromide",C6H16BrNO,4535-70-0,[Br-].OCC[N+](C)(C)CC,CC[N+](C)(C)CCO.[Br-],198.104,52.88,1.35 (SE),24,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing without FBS
"N-ethyl-2-hydroxy-N,N-dimethylethan-1-aminium bromide",C6H16BrNO,4535-70-0,[Br-].OCC[N+](C)(C)CC,CC[N+](C)(C)CCO.[Br-],198.104,31.25,6.5 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
