Name,Empirical formula,CAS,SMILES,Canonical SMILES,"Mw, g*mol-1","CC50/IC50/EC50, mM","Statistics (95% CI, SEM, SD, RMSE, SE etc.)","Incubation time, h",Cell line,Method,Reference (author+year+journal),doi,Notes
"N,N-diethyl-N-((methylthio)methyl)ethanaminium chloride",C8H20ClNS,1427172-70-0,[Cl-].S(C)C[N+](CC)(CC)CC,CC[N+](CC)(CC)CSC.[Cl-],197.775,>0.5,,24,K562,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
"N,N-diethyl-N-((methylthio)methyl)ethanaminium chloride",C8H20ClNS,1427172-70-0,[Cl-].S(C)C[N+](CC)(CC)CC,CC[N+](CC)(CC)CSC.[Cl-],197.775,>0.5,,48,K562,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
"N,N-diethyl-N-((methylthio)methyl)ethanaminium chloride",C8H20ClNS,1427172-70-0,[Cl-].S(C)C[N+](CC)(CC)CC,CC[N+](CC)(CC)CSC.[Cl-],197.775,>0.5,,24,HUVEC,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
"N,N-diethyl-N-((methylthio)methyl)ethanaminium chloride",C8H20ClNS,1427172-70-0,[Cl-].S(C)C[N+](CC)(CC)CC,CC[N+](CC)(CC)CSC.[Cl-],197.775,>0.5,,48,HUVEC,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
"N,N-diethyl-N-methylethanaminium methyl sulfate",C8H21NO4S,7588-22-9,O=S(=O)([O-])OC.CC[N+](C)(CC)CC,CC[N+](C)(CC)CC.COS(=O)(=O)[O-],227.326,>4.40,,?,IPC-81,WST-1,"Stolte, 2012, Chemosphere",10.1016/j.chemosphere.2012.05.102,
"N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)butan-1-aminium bromide",C14H31BrN2O6,2448400-78-8,[C@@H]([C@H](C(NCC[N+](CCCC)(C)C)=O)O)([C@@H]([C@@H](CO)O)O)O.[Br-],CCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],403.314,2.18,1.27 (SEM),24,HeLa,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
"N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)butan-1-aminium bromide",C14H31BrN2O6,2448400-78-8,[C@@H]([C@H](C(NCC[N+](CCCC)(C)C)=O)O)([C@@H]([C@@H](CO)O)O)O.[Br-],CCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],403.314,1.88,0.55 (SEM),24,HCT-116,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
"N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)butan-1-aminium bromide",C14H31BrN2O6,2448400-78-8,[C@@H]([C@H](C(NCC[N+](CCCC)(C)C)=O)O)([C@@H]([C@@H](CO)O)O)O.[Br-],CCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],403.314,1.54,0.48 (SEM),24,MCF-7,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
"N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)dodecan-1-aminium bromide",C22H47BrN2O6,1610863-01-8,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)(NCC[N+](CCCCCCCCCCCC)(C)C)=O.[Br-],CCCCCCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],515.53,0.1,0.01 (SEM),24,HeLa,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
"N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)dodecan-1-aminium bromide",C22H47BrN2O6,1610863-01-8,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)(NCC[N+](CCCCCCCCCCCC)(C)C)=O.[Br-],CCCCCCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],515.53,0.21,0.14 (SEM),24,HCT-116,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
"N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)dodecan-1-aminium bromide",C22H47BrN2O6,1610863-01-8,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)(NCC[N+](CCCCCCCCCCCC)(C)C)=O.[Br-],CCCCCCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],515.53,0.18,0.15 (SEM),24,MCF-7,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
"N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)octan-1-aminium bromide",C18H39BrN2O6,2448400-87-9,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)(NCC[N+](CCCCCCCC)(C)C)=O.[Br-],CCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],459.422,0.26,0.005 (SEM),24,HeLa,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
"N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)octan-1-aminium bromide",C18H39BrN2O6,2448400-87-9,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)(NCC[N+](CCCCCCCC)(C)C)=O.[Br-],CCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],459.422,0.095,0.09 (SEM),24,HCT-116,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
"N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)octan-1-aminium bromide",C18H39BrN2O6,2448400-87-9,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)(NCC[N+](CCCCCCCC)(C)C)=O.[Br-],CCCCCCCC[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],459.422,0.15,0.06 (SEM),24,MCF-7,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
"N,N-dimethyl-N-(3-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)propyl)octan-1-aminium bromide",C19H41BrN2O6,1420836-38-9,[C@@H]([C@H](C(NCCC[N+](CCCCCCCC)(C)C)=O)O)([C@@H]([C@@H](CO)O)O)O.[Br-],CCCCCCCC[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],473.449,1.27,0.49 (SEM),24,HeLa,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
"N,N-dimethyl-N-(3-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)propyl)octan-1-aminium bromide",C19H41BrN2O6,1420836-38-9,[C@@H]([C@H](C(NCCC[N+](CCCCCCCC)(C)C)=O)O)([C@@H]([C@@H](CO)O)O)O.[Br-],CCCCCCCC[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],473.449,1.77,0.46 (SEM),24,HCT-116,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
"N,N-dimethyl-N-(3-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)propyl)octan-1-aminium bromide",C19H41BrN2O6,1420836-38-9,[C@@H]([C@H](C(NCCC[N+](CCCCCCCC)(C)C)=O)O)([C@@H]([C@@H](CO)O)O)O.[Br-],CCCCCCCC[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],473.449,2,0.47 (SEM),24,MCF-7,MTS,"Billeci, 2019, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.9b05507,
N-benzyl-1-(5-(chloromethyl)furan-2-yl)methanaminium chloride,C13H15Cl2NO,2600618-31-1,ClCC1=CC=C(C[NH2+]CC2=CC=CC=C2)O1.[Cl-],ClCc1ccc(C[NH2+]Cc2ccccc2)o1.[Cl-],272.175,1.06,0.60-1.52 (CI),24,3215 LS,MTS,"Seitkalieva, 2021, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.0c08790,Tm - 166-68. CAS for neutral compound
N-benzyl-1-(5-(hydroxymethyl)furan-2-yl)methanaminium chloride,C13H16ClNO2,2600618-27-5,OCC1=CC=C(C[NH2+]CC2=CC=CC=C2)O1.[Cl-],OCc1ccc(C[NH2+]Cc2ccccc2)o1.[Cl-],253.729,8.8,5.62-11.98 (CI),24,3215 LS,MTS,"Seitkalieva, 2021, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.0c08790,Tm - 137-138. CAS for neutral compound
N-benzyl-1-(5-(hydroxymethyl)furan-2-yl)methanaminium dihydrogen phosphate,C13H18NO6P,2600618-28-6,OCC1=CC=C(C[NH2+]CC2=CC=CC=C2)O1.O=P(O)([O-])O,O=P([O-])(O)O.OCc1ccc(C[NH2+]Cc2ccccc2)o1,315.262,6.1,2.32-9.87 (CI),24,3215 LS,MTS,"Seitkalieva, 2021, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.0c08790,Tm - 38-41. CAS for neutral compound
N-benzyl-1-(5-(hydroxymethyl)furan-2-yl)methanaminium sulfate,C26H32N2O8S,2600618-29-7,OCC1=CC=C(C[NH2+]CC2=CC=CC=C2)O1.OCC3=CC=C(C[NH2+]CC4=CC=CC=C4)O3.O=S([O-])([O-])=O,O=S(=O)([O-])[O-].OCc1ccc(C[NH2+]Cc2ccccc2)o1.OCc1ccc(C[NH2+]Cc2ccccc2)o1,532.615,1.56,0.58-2.54 (CI),24,3215 LS,MTS,"Seitkalieva, 2021, ACS Sustain. Chem. Eng.",10.1021/acssuschemeng.0c08790,Tm - viscous oil. CAS for neutral compound
"N-benzyl-N,N-diethylethanaminium bromide",C13H22BrN,5197-95-5,[Br-].C=1C=CC(=CC1)C[N+](CC)(CC)CC,CC[N+](CC)(CC)Cc1ccccc1.[Br-],272.23,5.29,0.37 (SE),48,HeLa,MTT,"Wang, 2007, Green Chem.",10.1039/b704503d,Culturing with FBS
"N-benzyl-N,N-dimethyl-1-(methylthio)methanaminium chloride",C11H18ClNS,39087-29-1,[Cl-].S(C)C[N+](C)(C)CC=1C=CC=CC1,CSC[N+](C)(C)Cc1ccccc1.[Cl-],231.792,>0.5,,24,HeLa,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
"N-benzyl-N,N-dimethyl-1-(methylthio)methanaminium chloride",C11H18ClNS,39087-29-1,[Cl-].S(C)C[N+](C)(C)CC=1C=CC=CC1,CSC[N+](C)(C)Cc1ccccc1.[Cl-],231.792,>0.5,,48,HeLa,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
"N-benzyl-N,N-dimethyl-1-(methylthio)methanaminium chloride",C11H18ClNS,39087-29-1,[Cl-].S(C)C[N+](C)(C)CC=1C=CC=CC1,CSC[N+](C)(C)Cc1ccccc1.[Cl-],231.792,>0.5,,24,K562,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
"N-benzyl-N,N-dimethyl-1-(methylthio)methanaminium chloride",C11H18ClNS,39087-29-1,[Cl-].S(C)C[N+](C)(C)CC=1C=CC=CC1,CSC[N+](C)(C)Cc1ccccc1.[Cl-],231.792,>0.5,,48,K562,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
"N-benzyl-N,N-dimethyl-1-(methylthio)methanaminium chloride",C11H18ClNS,39087-29-1,[Cl-].S(C)C[N+](C)(C)CC=1C=CC=CC1,CSC[N+](C)(C)Cc1ccccc1.[Cl-],231.792,>0.5,,24,HUVEC,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
"N-benzyl-N,N-dimethyl-1-(methylthio)methanaminium chloride",C11H18ClNS,39087-29-1,[Cl-].S(C)C[N+](C)(C)CC=1C=CC=CC1,CSC[N+](C)(C)Cc1ccccc1.[Cl-],231.792,>0.5,,48,HUVEC,MTT,"Bachowska, 2012, ChemistryOPEN",10.1002/open.201100003,
"N-benzyl-N,N-dimethyldecan-1-aminium chloride",C19H34ClN,965-32-2,[Cl-].C=1C=CC(=CC1)C[N+](C)(C)CCCCCCCCCC,CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],311.941,0.0045,,48,IPC-81,WST-1,"Ranke, 2007, Ecotoxicol. Environ. Saf.",10.1016/j.ecoenv.2006.08.008,Lg(EC50)=0.65 (uM)
"N-benzyl-N,N-dimethyldodecan-1-aminium (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)icosahydro-3aH-cyclopenta[a]chrysene-3a-carboxylate",C51H85NO3,1360613-62-2,C([N+](CCCCCCCCCCCC)(C)C)C1=CC=CC=C1.C([O-])(=O)[C@]12[C@@]([C@@]3([C@@](C)(CC1)[C@@]4(C)[C@](CC3)([C@]5(C)[C@@](CC4)(C(C)(C)[C@@H](O)CC5)[H])[H])[H])([C@H](C(C)=C)CC2)[H],C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,760.245,0.0849,,24,SH-SY5Y,MTT,"Suresh, 2012, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2011.12.102,Contains admixtures of [BenzC12(C1)2N][BA] and [BenzC14(C1)2N][BA]. The exact incubation time is unclear.
"N-benzyl-N,N-dimethyldodecan-1-aminium (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)icosahydro-3aH-cyclopenta[a]chrysene-3a-carboxylate",C51H85NO3,1360613-62-2,C([N+](CCCCCCCCCCCC)(C)C)C1=CC=CC=C1.C([O-])(=O)[C@]12[C@@]([C@@]3([C@@](C)(CC1)[C@@]4(C)[C@](CC3)([C@]5(C)[C@@](CC4)(C(C)(C)[C@@H](O)CC5)[H])[H])[H])([C@H](C(C)=C)CC2)[H],C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,760.245,0.0288,,24,MCF-7,MTT,"Suresh, 2012, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2011.12.102,Contains admixtures of [BenzC12(C1)2N][BA] and [BenzC14(C1)2N][BA]. The exact incubation time is unclear.
"N-benzyl-N,N-dimethyldodecan-1-aminium (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)icosahydro-3aH-cyclopenta[a]chrysene-3a-carboxylate",C51H85NO3,1360613-62-2,C([N+](CCCCCCCCCCCC)(C)C)C1=CC=CC=C1.C([O-])(=O)[C@]12[C@@]([C@@]3([C@@](C)(CC1)[C@@]4(C)[C@](CC3)([C@]5(C)[C@@](CC4)(C(C)(C)[C@@H](O)CC5)[H])[H])[H])([C@H](C(C)=C)CC2)[H],C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,760.245,0.172,,24,A431,MTT,"Suresh, 2012, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2011.12.102,Contains admixtures of [BenzC12(C1)2N][BA] and [BenzC14(C1)2N][BA]. The exact incubation time is unclear.
"N-benzyl-N,N-dimethyldodecan-1-aminium (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)icosahydro-3aH-cyclopenta[a]chrysene-3a-carboxylate",C51H85NO3,1360613-62-2,C([N+](CCCCCCCCCCCC)(C)C)C1=CC=CC=C1.C([O-])(=O)[C@]12[C@@]([C@@]3([C@@](C)(CC1)[C@@]4(C)[C@](CC3)([C@]5(C)[C@@](CC4)(C(C)(C)[C@@H](O)CC5)[H])[H])[H])([C@H](C(C)=C)CC2)[H],C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,760.245,0.0523,,24,A375,MTT,"Suresh, 2012, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2011.12.102,Contains admixtures of [BenzC12(C1)2N][BA] and [BenzC14(C1)2N][BA]. The exact incubation time is unclear.
"N-benzyl-N,N-dimethyldodecan-1-aminium (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)icosahydro-3aH-cyclopenta[a]chrysene-3a-carboxylate",C53H88N2O4,1360613-60-0,C([N+](CCCCCCCCCCCC)(C)C)C1=CC=CC=C1.C(NCC([O-])=O)(=O)[C@]12[C@@]([C@@]3([C@@](C)(CC1)[C@@]4(C)[C@](CC3)([C@]5(C)[C@@](CC4)(C(C)(C)[C@@H](O)CC5)[H])[H])[H])([C@H](C(C)=C)CC2)[H],C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,817.297,0.094,,24,SH-SY5Y,MTT,"Suresh, 2012, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2011.12.102,The exact incubation time is unclear.
"N-benzyl-N,N-dimethyldodecan-1-aminium (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)icosahydro-3aH-cyclopenta[a]chrysene-3a-carboxylate",C53H88N2O4,1360613-60-0,C([N+](CCCCCCCCCCCC)(C)C)C1=CC=CC=C1.C(NCC([O-])=O)(=O)[C@]12[C@@]([C@@]3([C@@](C)(CC1)[C@@]4(C)[C@](CC3)([C@]5(C)[C@@](CC4)(C(C)(C)[C@@H](O)CC5)[H])[H])[H])([C@H](C(C)=C)CC2)[H],C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,817.297,0.0424,,24,MCF-7,MTT,"Suresh, 2012, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2011.12.102,The exact incubation time is unclear.
"N-benzyl-N,N-dimethyldodecan-1-aminium (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)icosahydro-3aH-cyclopenta[a]chrysene-3a-carboxylate",C53H88N2O4,1360613-60-0,C([N+](CCCCCCCCCCCC)(C)C)C1=CC=CC=C1.C(NCC([O-])=O)(=O)[C@]12[C@@]([C@@]3([C@@](C)(CC1)[C@@]4(C)[C@](CC3)([C@]5(C)[C@@](CC4)(C(C)(C)[C@@H](O)CC5)[H])[H])[H])([C@H](C(C)=C)CC2)[H],C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,817.297,0.1756,,24,A431,MTT,"Suresh, 2012, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2011.12.102,The exact incubation time is unclear.
"N-benzyl-N,N-dimethyldodecan-1-aminium (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-5a,5b,8,8,11a-pentamethyl-1-(prop-1-en-2-yl)icosahydro-3aH-cyclopenta[a]chrysene-3a-carboxylate",C53H88N2O4,1360613-60-0,C([N+](CCCCCCCCCCCC)(C)C)C1=CC=CC=C1.C(NCC([O-])=O)(=O)[C@]12[C@@]([C@@]3([C@@](C)(CC1)[C@@]4(C)[C@](CC3)([C@]5(C)[C@@](CC4)(C(C)(C)[C@@H](O)CC5)[H])[H])[H])([C@H](C(C)=C)CC2)[H],C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,817.297,0.0558,,24,A375,MTT,"Suresh, 2012, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2011.12.102,The exact incubation time is unclear.
"N-benzyl-N,N-dimethyldodecan-1-aminium chloride",C21H38ClN,139-07-1,[Cl-].C=1C=CC(=CC1)C[N+](C)(C)CCCCCCCCCCCC,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],339.995,0.0019,,48,IPC-81,WST-1,"Ranke, 2007, Ecotoxicol. Environ. Saf.",10.1016/j.ecoenv.2006.08.008,Lg(EC50)=0.28 (uM)
"N-benzyl-N,N-dimethylhexadecan-1-aminium bromide",C25H46BrN, 3529-04-2,[Br-].C=1C=CC(=CC1)C[N+](C)(C)CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],440.554,0.015,0.001 (SEM),24,CHO-K1,MTT,"Malinak, 2014, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2014.09.060,
"N-benzyl-N,N-dimethyltetradecan-1-aminium 2-(6-methoxynaphthalen-2-yl)propanoate",C37H55NO3,,COC1=CC=C2C(C=CC(C(C)C([O-])=O)=C2)=C1.C[N+](CC3=CC=CC=C3)(CCCCCCCCCCCCCC)C,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.COc1ccc2cc(C(C)C(=O)[O-])ccc2c1,561.851,0.111,,48,L929,MTT,"Tang, 2023, ACS Omega ",10.1021/acsomega.2c07044,
"N-benzyl-N,N-dimethyltetradecan-1-aminium 2-hydroxybenzoate",C30H47NO3,123891-89-4,O=C([O-])C=1C=CC=CC1O.C=1C=CC(=CC1)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=C([O-])c1ccccc1O,469.71,0.036,,24,CaCo-2,WST-1,"Dobler, 2022, J. Pharm. Sci.",10.1016/j.xphs.2021.09.028,"Mixture of several compounds, since the original benzalkonium chloride is also a mixture (mixture C8H11ClNCnH2n+1 (n=8-18))."
"N-benzyl-N,N-dimethyltetradecan-1-aminium 2-hydroxybenzoate",C30H47NO3,123891-89-4,O=C([O-])C=1C=CC=CC1O.C=1C=CC(=CC1)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=C([O-])c1ccccc1O,469.71,0.02,,24,HaCat,WST-1,"Dobler, 2022, J. Pharm. Sci.",10.1016/j.xphs.2021.09.028,A mixture of C8-C18 compounds.
"N-benzyl-N,N-dimethyltetradecan-1-aminium bromide",C23H42BrN,18773-88-1,[Br-].C=1C=CC(=CC1)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],412.5,0.024,0.004 (SEM),24,CHO-K1,MTT,"Malinak, 2014, Bioorg. Med. Chem. Lett.",10.1016/j.bmcl.2014.09.060,
"N-benzyl-N,N-dimethyltetradecan-1-aminium chloride",C23H42ClN,139-08-2,[Cl-].C=1C=CC(=CC1)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],368.049,0.0014,,48,IPC-81,WST-1,"Ranke, 2007, Ecotoxicol. Environ. Saf.",10.1016/j.ecoenv.2006.08.008,Lg(EC50)=0.16 (uM)
"N-benzyl-N,N-dimethyltetradecan-1-aminium chloride",C23H42ClN,63449-41-2,[Cl-].C=1C=CC(=CC1)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],368.049,0.01,,24,CaCo-2,WST-1,"Dobler, 2022, J. Pharm. Sci.",10.1016/j.xphs.2021.09.028,"Mixture of several compounds, since the original benzalkonium chloride is also a mixture (mixture C8H11ClNCnH2n+1 (n=8-18))."
"N-benzyl-N,N-dimethyltetradecan-1-aminium chloride",C23H42ClN,63449-41-2,[Cl-].C=1C=CC(=CC1)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],368.049,0.017,,24,HaCat,WST-1,"Dobler, 2022, J. Pharm. Sci.",10.1016/j.xphs.2021.09.028,"Mixture of several compounds, since the original benzalkonium chloride is also a mixture (mixture C8H11ClNCnH2n+1 (n=8-18))."
"N-benzyl-N,N-dimethyltetradecan-1-aminium chloride",C23H42ClN,63449-41-2,[Cl-].C=1C=CC(=CC1)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],368.049,0.048,,0.25,NCTC 2544,MTT,"McLaughlin, 2021, Chemosphere",10.1016/j.chemosphere.2020.129432,"Mixture of several compounds, since the original benzalkonium chloride is also a mixture (mixture C8H11ClNCnH2n+1 (n=8-18))."
"N-benzyl-N,N-dimethyltetradecan-1-aminium chloride",C23H42ClN,63449-41-2,[Cl-].C=1C=CC(=CC1)C[N+](C)(C)CCCCCCCCCCCCCC,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],368.049,0.004,,24,NCTC 2544,MTT,"McLaughlin, 2021, Chemosphere",10.1016/j.chemosphere.2020.129432,"Mixture of several compounds, since the original benzalkonium chloride is also a mixture (mixture C8H11ClNCnH2n+1 (n=8-18))."
